horodatage;code_http;duree_ms;serveur
2026-09-17T15:48:16.950;200;7;web1
2026-09-17T15:48:17.183;200;7;web1
2026-09-17T15:48:17.413;200;5;web1
2026-09-17T15:48:17.646;200;6;web1
2026-09-17T15:48:17.880;200;6;web1
2026-09-17T15:48:18.114;200;6;web1
2026-09-17T15:48:18.345;200;5;web1
2026-09-17T15:48:18.579;200;5;web1
2026-09-17T15:48:18.815;200;6;web1
2026-09-17T15:48:19.047;200;5;web1
2026-09-17T15:48:19.278;200;6;web1
2026-09-17T15:48:19.511;200;5;web1
2026-09-17T15:48:19.748;200;5;web1
2026-09-17T15:48:19.981;200;5;web1
2026-09-17T15:48:20.213;200;6;web1
2026-09-17T15:48:20.446;200;6;web1
2026-09-17T15:48:20.682;200;8;web1
2026-09-17T15:48:20.913;200;6;web1
2026-09-17T15:48:21.146;200;6;web1
2026-09-17T15:48:21.376;200;5;web1
2026-09-17T15:48:21.609;200;6;web1
2026-09-17T15:48:21.842;200;6;web1
2026-09-17T15:48:22.075;200;6;web1
2026-09-17T15:48:22.307;200;5;web1
2026-09-17T15:48:22.543;200;5;web1
2026-09-17T15:48:22.775;200;5;web1
2026-09-17T15:48:23.010;200;5;web1
2026-09-17T15:48:25.239;000;2000;?
2026-09-17T15:48:27.470;000;2000;?
2026-09-17T15:48:29.698;000;2000;?
2026-09-17T15:48:31.933;000;2000;?
2026-09-17T15:48:34.160;000;2000;?
2026-09-17T15:48:36.386;000;2000;?
2026-09-17T15:48:37.442;000;2000;?
2026-09-17T15:48:39.669;000;2000;?
2026-09-17T15:48:40.734;000;2000;?
2026-09-17T15:48:42.962;000;2000;?
2026-09-17T15:48:44.029;000;2000;?
2026-09-17T15:48:46.257;000;2000;?
2026-09-17T15:48:47.326;000;2000;?
2026-09-17T15:48:49.556;000;2000;?
2026-09-17T15:48:50.622;000;2000;?
2026-09-17T15:48:52.847;000;2000;?
2026-09-17T15:48:53.917;000;2000;?
2026-09-17T15:48:56.144;000;2000;?
2026-09-17T15:48:57.214;000;2000;?
2026-09-17T15:48:59.441;000;2000;?
2026-09-17T15:49:00.509;000;2000;?
2026-09-17T15:49:02.737;000;2000;?
2026-09-17T15:49:03.805;000;2000;?
2026-09-17T15:49:06.032;000;2000;?
2026-09-17T15:49:07.101;000;2000;?
2026-09-17T15:49:09.328;000;2000;?
2026-09-17T15:49:10.397;000;2000;?
2026-09-17T15:49:12.622;000;2000;?
2026-09-17T15:49:13.693;000;2000;?
2026-09-17T15:49:15.917;000;2000;?
2026-09-17T15:49:16.989;000;2000;?
2026-09-17T15:49:19.217;000;2000;?
2026-09-17T15:49:20.286;000;2000;?
2026-09-17T15:49:22.512;000;2000;?
2026-09-17T15:49:23.579;000;2000;?
2026-09-17T15:49:25.805;000;2000;?
2026-09-17T15:49:26.878;000;2000;?
2026-09-17T15:49:29.105;000;2000;?
2026-09-17T15:49:30.173;000;2000;?
2026-09-17T15:49:32.400;000;2000;?
2026-09-17T15:49:33.470;000;2000;?
2026-09-17T15:49:35.696;000;2000;?
2026-09-17T15:49:36.765;000;2000;?
2026-09-17T15:49:38.993;000;2000;?
2026-09-17T15:49:40.061;000;2000;?
2026-09-17T15:49:42.289;000;2000;?
2026-09-17T15:49:43.356;000;2000;?
2026-09-17T15:49:45.583;000;2000;?
2026-09-17T15:49:46.652;000;2000;?
2026-09-17T15:49:48.877;000;2000;?
2026-09-17T15:49:49.949;000;2000;?
2026-09-17T15:49:52.179;000;2000;?
2026-09-17T15:49:53.241;000;2000;?
2026-09-17T15:49:55.470;000;2000;?
2026-09-17T15:49:56.540;000;2000;?
2026-09-17T15:49:58.766;000;2000;?
2026-09-17T15:49:59.833;000;2000;?
2026-09-17T15:50:02.059;000;2000;?
2026-09-17T15:50:03.127;000;2000;?
2026-09-17T15:50:05.352;000;2000;?
2026-09-17T15:50:06.422;000;2000;?
2026-09-17T15:50:08.648;000;2000;?
