horodatage;code_http;duree_ms;serveur
2026-09-18T15:58:48.157;200;12;web2
2026-09-18T15:58:48.203;200;7;web1
2026-09-18T15:58:48.253;200;15;web2
2026-09-18T15:58:48.298;200;7;web1
2026-09-18T15:58:48.351;200;16;web2
2026-09-18T15:58:48.395;200;6;web1
2026-09-18T15:58:48.451;200;13;web2
2026-09-18T15:58:48.497;200;8;web1
2026-09-18T15:58:48.548;200;14;web2
2026-09-18T15:58:48.588;200;13;web1
2026-09-18T15:58:48.642;200;14;web2
2026-09-18T15:58:48.688;200;7;web1
2026-09-18T15:58:48.741;200;8;web2
2026-09-18T15:58:48.787;200;6;web1
2026-09-18T15:58:48.839;200;16;web2
2026-09-18T15:58:48.882;200;7;web1
2026-09-18T15:58:48.935;200;14;web2
2026-09-18T15:58:48.979;200;12;web1
2026-09-18T15:58:49.033;200;16;web2
2026-09-18T15:58:49.089;200;7;web1
2026-09-18T15:58:49.143;200;11;web2
2026-09-18T15:58:49.196;200;16;web1
2026-09-18T15:58:49.239;200;7;web2
2026-09-18T15:58:49.295;200;8;web1
2026-09-18T15:58:49.351;200;5;web2
2026-09-18T15:58:49.397;200;13;web1
2026-09-18T15:58:49.451;200;8;web2
2026-09-18T15:58:49.511;200;12;web1
2026-09-18T15:58:49.560;200;7;web2
2026-09-18T15:58:49.617;200;7;web1
2026-09-18T15:58:49.674;200;6;web2
2026-09-18T15:58:49.721;200;8;web1
2026-09-18T15:58:49.775;200;7;web2
2026-09-18T15:58:49.822;200;12;web1
2026-09-18T15:58:49.875;200;14;web2
2026-09-18T15:58:49.918;200;7;web1
2026-09-18T15:58:49.969;200;12;web2
2026-09-18T15:58:50.012;200;10;web1
2026-09-18T15:58:50.064;200;14;web2
2026-09-18T15:58:50.108;200;10;web1
2026-09-18T15:58:50.165;200;13;web2
2026-09-18T15:58:50.223;200;7;web1
2026-09-18T15:58:50.277;200;9;web2
2026-09-18T15:58:50.323;200;6;web1
2026-09-18T15:58:50.368;200;12;web2
2026-09-18T15:58:50.421;200;7;web1
2026-09-18T15:58:50.470;200;8;web2
2026-09-18T15:58:50.544;200;9;web1
2026-09-18T15:58:50.598;200;12;web2
2026-09-18T15:58:50.647;200;8;web1
2026-09-18T15:58:50.703;200;11;web2
2026-09-18T15:58:50.759;200;6;web1
2026-09-18T15:58:50.805;200;7;web2
2026-09-18T15:58:50.860;200;8;web1
2026-09-18T15:58:50.916;200;6;web2
2026-09-18T15:58:50.964;200;12;web1
2026-09-18T15:58:51.019;200;15;web2
2026-09-18T15:58:51.062;200;6;web1
2026-09-18T15:58:51.121;200;13;web2
2026-09-18T15:58:51.181;200;18;web1
2026-09-18T15:58:51.236;200;7;web2
2026-09-18T15:58:51.295;200;7;web1
2026-09-18T15:58:51.340;200;7;web2
2026-09-18T15:58:51.396;200;8;web1
2026-09-18T15:58:51.454;200;7;web2
2026-09-18T15:58:51.505;200;6;web1
2026-09-18T15:58:51.561;200;15;web2
2026-09-18T15:58:51.619;200;6;web1
2026-09-18T15:58:51.660;200;6;web2
2026-09-18T15:58:51.716;200;17;web1
2026-09-18T15:58:51.772;200;7;web2
2026-09-18T15:58:51.823;200;7;web1
2026-09-18T15:58:51.878;200;8;web2
2026-09-18T15:58:51.923;200;6;web1
2026-09-18T15:58:51.980;200;11;web2
2026-09-18T15:58:52.036;200;6;web1
2026-09-18T15:58:52.088;200;7;web2
2026-09-18T15:58:52.135;200;12;web1
2026-09-18T15:58:52.195;200;7;web2
